q_a,label
:d,0
colombia (south america) :/ and you .,0
ask something . :),0
aww ;d,0
capricorn :p,0
baahha aidan -.-,0
yeah i knew that (; did you like your dm . (;,0
;d,0
;),0
:d,0
aww thanks :d,0
pizza why cocacola xd,0
haha en todo el mundo hay perros pero you soy solo de una mujer haha,0
i know...,0
i have to sleep :p school in 7 hours lol,0
i cant.,0
(|) lol,0
but i'm not a talented person :p,0
ahaha maybe :p,0
a la hora que me duerma con el twitter abierto :d sin despedirme bahaha,0
u00acu00ac',0
ahaha ily u2665,0
haha sweet <33,0
aww. that reminds me paparazzi-gaga <33,0
hola .,0
i think your questions are like jealous or something :d,0
because i like dirty questions :p,0
gaga or hayley :d maybe rihanna :p,0
no :p,0
;d,0
taste me and tell me how i am ;d,0
:o ;d,0
maybe... d-.-b ;),0
invite ppl and i'll go,0
i'm always ready ;d,0
yeah ;d,0
yeah ;d,0
who are you . :p,0
i was at the gym :p,0
lady gaga paramore wisin why yandel... demasiados mas ;),0
(;,0
ok (:,0
you ask me :p,0
bahahaah ;d well i'm a fucking latino what else i can say :p,0
love yah too u2665,0
something like that :c well... fuck it ! the past is past :),0
thanks :d u2665,0
ahah you too :d,0
awwh thank you shawty ;d,0
i don't know :/,0
;d,0
</3,0
ily2 u2665,0
:( i'm sorryu2665,0
<3,0
depende de como este mi dia ;) bad romance cuando amo a alguien why telephone cuando quiero olvidarla,0
;d,0
(:,0
hahahah see :pp soy adicto a besar btw xd,0
who . haha ;d,0
hahaha bobotaa ! ! :d,0
;d,0
nope ;d,0
*kiss x10* ;d,0
que quieres que te pregunte . xd,0
i can't wait ;d,0
send me the link,0
musica why besaare you266a,0
no se xd pero no falta mucho se esta terminando de editaare you.u,0
yeaah all night ;),0
aww that's so sweet :d i think i fell in love with you <33,0
yup ;d,0
you tell me,0
i don't : p,0
no i'm single :p,0
i love blue eyes <3 but i like all colors ! :p,0
yeah :p,0
he's cool :),0
yeah :d i love god,0
nop :p,0
what's that . haha,0
i'm single :p,0
nope.,0
u2665,0
thanks :d what's your twitter . :p,0
idk i don't have one lol,0
hahaha maybe :p,0
yup.,0
i do like anyone no i don't have a gf :p,0
it's nice but i'm not a huge fan,0
maybe :$,0
yeah :p,0
i don't drink energy drinks but yeah i like it :p,0
yes of course i do ! !,0
weird . :d,0
idk... (;,0
nah :/,0
you tell me :p,0
obviously ;d,0
my french friends :d,0
my french girls :d,0
ahahaha lmfao ;d,0
whats up . :),0
tulua :p,0
hahaha otra vez con la misma pregunta u00acu00ac' xd quien sos .,0
(a) soy un angel,0
:pp pero si lo ven todas las personas que conosco creo que me voy del pais (pero solo lo utilizaria como escusa para irme a l.a.) :pp,0
dogs and dolphins,0
hersheys cookies and cream :p,0
johnny depp :pp,0
listen to music and kiss :p,0
paramore hey monday tokio hotel bmth green day metro station eyes set to kill ; pxndx :p,0
english lol,0
light brown :p,0
a mall,0
flo rida eminem lil wayne and snoop dogg :pp,0
lose yourself and we made you ! :pp,0
turn it off :d,0
monsoon ! :d,0
her way of thinking,0
female: ladygaga :p u2665 male: justinbieber :),0
bahaha ;d,0
i was already following him (:,0
20 ;d,0
sure ;d,0
;d,0
gaga es una solista why paramore es una banda asi que no se comparan... si me dices gaga o hayley... definitivamente un trio hahaha,0
i can't because gaga = pop hayley = rock hey --> http://w.facebook.com/maurice2828 . v=app_2392950137 ! /video/video.php . v=1364196778993,0
:dd <33,0
what you think .,0
;d,0
<33,0
(;,0
yes :p too much u.u,0
lmao ;d,0
who .,0
ahahahaha eres pauparamore u2665,0
si :p,0
:d,0
si pero me iria porque quiero vivir en l.a. why lo utilizaria como una excusa :p,0
(;,0
ahhaha i'm fine and you . (;,0
haha xdd estonces te amo el doble xd,0
xdd,0
yeah.. i always go to random tinychats show my cam an my nickname is anotherstranger :d,0
like 4 ppl haha,0
yeah but you ask if she's cute :p,0
yesterday xdd,0
no me gusta disney... miley cyrus es muy diferente a hm si te refieres a miley pues ella se dejo llevar por la fama why se volvio una persona vacia why creida haha selena gomez esta muy apegada a disney eso es un punto muy en contra pero canta bn las dos cantan bn no me quedo con ninguna ;),0
obviously :p gagaatemyheart and i don't want it back :p but i want her heart back :pp,0
thanks :d,0
yup... with a special personu2665 :d,0
naah :p,0
if i just want friendship i would let her know (:,0
what's up smexy ;d,0
i'm great ;d hbu chelle . u2665,0
yeaah ;d wanna come in .,0
(; <3,0
heey (;,0
heey :d,0
heey :p,0
aww ok <3,0
ilytoo :d,0
heey ;d,0
yup a nokia 5800 :p,0
if you want me to know juts dont ask as anonymously -.-,0
i was already following you bahaha :p,0
;d,0
yeah ;d,0
heey ;d,0
because i'm colombian :p i speak spanish,0
;d,0
listening music (; hbu .,0
hey ! ;d,0
idk :p about myself :/.. got you there --> *kiss* ;d,0
heey :d,0
husband . you wish haha (;,0
(;,0
i'm 14,0
hiya smexy ;d,0
hahahahahaha ;d,0
si xdd soy un psicopata xdd,0
bieen :d,0
haha si xd preguntame locuras xd,0
bored,0
i'm boreed :p i need money lol and you .,0
bigger than your brain lmao,0
fuchsia and violet :p,0
...,0
romantic and sexy that's all :p,0
i just tell her :p,0
maybe :p,0
bigger than tour brain ;d,0
much (;,0
i'm 14 (;,0
i'm 14,0
i'm 14 (:,0
i'm 14 (;,0
i'm 14 ;),0
i'm like 1 67... :p,0
hating me (:,0
nice :d,0
ok,0
that's broken :p,0
what the fuck lol,0
i love that performance and that song :'),0
u2764 u2765 u2661 u2665 u10e6 u025e,0
no xd,0
i'm 14 :),0
lol,0
probably yes (;,0
;d,0
;d,0
bahahaha :p,0
bahaha,0
(;,0
;),0
aww <33,0
hayley *-* u2665 *-*,0
ok you do but i love you more ! ! <33,0
u2665,0
i love it too lol :d ladygaga ; yelyahwilliams <3,0
(;,0
co-owner foare your formspring.. idk :/,0
bahaha ;d who are you stranger d: lol,0
lol if you need the answers go to my facebook :pp,0
nop,0
i would love to see that ;dd,0
really . awh i wanna know you so ;d,0
why you think that .,0
(;,0
...,0
why .,0
i can not say the same thing b/c i don't know who are you but thanks ;),0
just a lil :p i'm bad lol hey plz go here http://w.mtvla.com/lacopamtv/ vote for paramore ! ! lol,0
just ask anonymously ;d,0
lol xdd,0
hahaha maybe ;d,0
well... what you are waiting for . ;d,0
why . haha :d,0
hahaha prove it lol,0
love the way you lie :d,0
if you tell me who are you i'll think about ;),0
ahaha whatever :p,0
idk :p,0
well... i'm like t. lautner's lil bro :d,0
lady gaga :d,0
a lip piercing ! ! i want it ! ! because i'll look sexy :p,0
nah i wanna be 14 forever :d,0
...,0
my baby (;,0
maybe (;,0
...,0
when jb wasn't famous :d,0
stole stuff :d and go to live in l.a.,0
gaga bieber hayley williams and you ;d,0
why not . (;,0
gaga's whore :d,0
music,0
aww ;d,0
ask ! u2665,0
;d,0
:p,0
;d,0
haha it's ok (:,0
bahaha,0
aww (; just chillin hbu .,0
3188060488 ;d,0
i wish :c,0
you think so . (;,0
i think so... ;d,0
(;,0
no :p you ask i answer lol,0
ahaha maybe xd,0
i think there's a code or something,0
only you . c'mon !,0
lol :pp what do you wanna be .,0
you . haha por que .,0
ojala gringo xd,0
ahahahaha ;d maybe lol,0
yes xd hot !,0
you rock ! :d and paramore rocks ! >:d,0
awwwwwwww ! ! ! ! yeaah :dddddddddddd i love them all ! ! lol,0
i can't choose,0
yup (; hot body,0
;),0
lmfao ;d,0
:pp i want a lip piercing,0
xd casi nadie tiene formspring entonces... xd,0
haha pero quiero que todo el mundo me pregunte xd,0
what you think . (;,0
i'm still thinking about lol,0
my real name is mauricio but call me maurice ;d,0
aww ilytoou2665,0
iu2665u2,0
aww i miss you/love you too u2665 do you have my msn .,0
:,0
hahaha marii ily too :d,0
ily too <33,0
i'm just bored ;d,0
hahahha :p ya te dije que no... el que demuestra hambre no come xd,0
bahhaahah ;d,0
:pp <33,0
yeah ! ! :d,0
maurice_gaga28hotmail.com,0
haha xdd tnx :pp ask more ! ! i'm bored :p,0
:dd who are you .,0
mine is december 23rd :d,0
nop :p,0
(;,0
;d,0
:/,0
nice (;,0
idk ;d,0
:d,0
if you give me your msn xd,0
lol,0
hahahah ;d,0
maurice_gaga28hotmail.com :d add me ! !,0
nothing i'm bored haha ask ask !,0
i don't have one... it would the nautical star balack and grey in my back :p,0
yes :pp,0
you are cute :d,0
:pp,0
:d tnx,0
haha :d,0
ladygaga lol,0
i should ;d i'm about to go out,0
aidaan ! -.-' bahaha,0
there's so much :p i think case 39 :p,0
yeah i'm right (;,0
:p,0
sometimes but you are something special :d,0
;d,0
vanilla (;,0
cocau00b7cola :pp,0
eww ! lmfao,0
ahaha maurice williams ! lol,0
i wanna eat you ;),0
;),0
ok (;,0
<3,0
aww u2665,0
nope.,0
(;,0
no xd,0
i pierced my lip yesterday :d but i don't want more piercings : p,0
para yo poder ser feliz um... amor dios dinero salud fama amigos de verdad sexo estudio trabajo y eso es solo lo principal ;),0
paramore paramore paramore paramore *-*,0
i think :/,0
ok,0
porque quiero aprender ingles xd why me gusta mas : p,0
porque canta bien why hace escandalos sexuales xd es creativa why muy trabajadora :d,0
noooooooooooooooooooo (;,0
(;,0
xdd ;) ;) i love you more than that !,0
escuchar musica conocer personas besar comer helado salir why responder preguntas calientes xdd,0
mi familia.. toda . ps les diria que es mi vida why como no me escuchan busco otras formas de expresarme :p,0
en que necesito comprar mas joyas para mi ceja :d,0
ven aqui why te digo hahaha ;),0
para todo hay tiempo :p,0
haha. what's your twitter .,0
soy un pequeu00f1o monstruo :p,0
te amo,0
aww i want you to have sweet dreams you know what that mean ;d,0
si ! ! ! con cualquier celebridad xd,0
obviamente le digo que si,0
fama why felicidad,0
una celebridad :p,0
funny i love music i love to know new people and i love facebook msn twitter and formspring lol,0
...,0
yeah :p,0
just ask me my number :p,0
yeah... eat ice cream... twitter facebook msn skype and listen to music :dd,0
nope,0
...,0
;),0
i can't say xd is secret d:,0
7 . nah i cant.. 10pm it's right . ;d,0
...,0
haha relax :p,0
hahaha que te digo . ;d,0
but i don't know how text to other countries :/,0
now ! ! ;d,0
hahahah ;d,0
nice ;d,0
sip :p,0
a quien no . : p,0
nope :p,0
ok,0
hahahaha :$,0
i like jokes :d,0
you are right but who are you . xp,0
acabe de comer... pero no me gusto. la comida la hice yo. estoy solo por 3 dias >:d,0
twitter !,0
;d,0
xdd ok now i know love yah too :d,0
maybe ;d,0
nice :d i'm always in random tinychats :d,0
u2665 you are cute too ;d,0
no tengo vacaciones :d,0
sexyu2665,0
lmfao ;d,0
i don't think so :/,0
yeah a dog... she's so annoying :p,0
just look my back ground :p paramore ! !,0
thanks ;d,0
:-,0
colombia ;d,0
guess and i'll tell you :p,0
yay ! ! i can't wait :d,0
getting ready. hbu .,0
google it (;,0
tweeting facebook msn skype texting and listening music :p,0
gaga bieber hayley williams u2665,0
black :d,0
pizza ;p,0
ollg :),0
maybe ;d,0
who . (;,0
in november 2009,0
south america... ;d,0
gettin ready to gym :p,0
underwear xd,0
all colors or white or black or purple (:,0
like girls:p lol,0
i like funny girls :p,0
here .,0
i love her <33,0
i smile :d... what you did when you saw this answer . ;d,0
idk :p i will like to be in a band :pp,0
search lmao in google ;),0
what you want that i say lol,0
that's my choice...,0
overboard : p,0
live in la and work as model,0
funny girls... and who likes the same music as me : p,0
twitter :d,0
twitter,0
twitter :d,0
my bff,0
model actor play something in a band or be like csi guys :d,0
not fake.,0
save a dog my lip piercing and being a monster belieber and parawhore :d,0
3:55am ;d,0
a kiss on the neck :p,0
fuck lady gaga and hayley williams at the same thime haha jk i would like to sing a song feat gaga and yelyah :d,0
this http://1.bp.blogspot.com/_netkxciksji/sp_negf_csi/aaab0/zpg93avc-ok/s264/lady+gaga+gift.jpeg,0
my life is boring. i think my piercings :d,0
yup :d,0
paramore: careful/theonlyexception/turnitoff. gaga: badromance/pokerface/speechless. bieber: thatshouldbeme/overboard... sorry but i can't choose :d,0
i think that if we are too far... ins't gonna work :/,0
:-,0
i don't remember :p,0
;),0
my religion is god :p,0
never :d,0
december 23 1995 ;),0
a long time (;,0
listen to music u266a,0
ahaha you give me wrong your formspring :pp,0
i live in colombia :),0
l.a.,0
l.a. n.y. vegas paris london australia toronto haha ;d,0
hayley williams *-* *-* *-* u2665 u2665 u2665 i love you hayley *-* *-* *-* ahahha :d you make me hyper :p,0
lol,0
smexy (;,0
:-,0
ladygaga lmaoo,0
haters make me feel important because is my life and they care about my life ;d,0
gaga and hayley williams xd,0
umm idk... i think usher (:,0
gaga or yelyah *-*,0
aww ;d you never know <3,0
bahahahaha,0
her lips u2661,0
idk i think because i love gaga xd,0
aww idk <33,0
that's me d,0
she was playing with me =/,0
...,0
i like jb's songs :],0
idk :(,0
he's following me :p and he did me ff look http://twitter.com/followers . page=1321183660599798844,0
because i don't know who's him lmao :p,0
because i dn't want to ;d,0
idk...,0
i don't think so :pp but i'll do with gaga xd,0
i like to know new people lol,0
bahaha :-,0
life you will never know... u266a,0
just if you pay me :p,0
i don't have money :c,0
if you come to my house yeah ! ;d,0
we live too far :/,0
...,0
:p,0
obviously xd,0
maybe with gaga ;d jk,0
yeahu2665 *kiss*,0
xddd wtf,0
i think the first one lol,0
yes u2665 :-,0
yeaah ;d,0
yup ;d right now !,0
bahahahah jk ily :d,0
u2665,0
u2665,0
hahah sisis muchas,0
aww paramore is my obsession :d,0
(;,0
yup (;,0
;d,0
;),0
bahaha ;d who are you .,0
;d,0
hahah idk spencerpratt heidimontag marccolombo and preciousweapons are following me :d,0
thanks ;d,0
hahah you tell me ;d,0
awwu2665,0
<33,0
who was the first . justinbieber . haha ;d,0
hahahaha but you are not the first who told me that. so... :p,0
i'm alone in home for 3 days ;d wanna come in .,0
si... soy de colombia xd aprendi ingles en twitter,0
tnx ;) wanna know more . just ask !,0
gaga ate my u2665,0
fuck sh,0
okies,0
kool pyophosphite made me what i am today ! ! lol,0
what ever it took to take of my kid. i have lived in a trailor house for the last ten years to make my child support payments i would do again if i ahd to,0
no. that's drama i don't need. i rely on being outside the law i don't need attention or drama in my life,0
no such thing as perfect so yeay i believe the first line,0
115 and i did it in my head in 2 seconds,0
ignore them,0
yes it's intamante,0
when it's a girl i always ask if i can kiss her if it;s a man i just reach out and kiss him,0
pepper sweet fruit girls movies summer,0
sure my boss is pretty,0
gotta love him,0
ha ha ha ha ha ha ha ha ha,0
good for you ! ! i wouldn't have it any other way,0
kisses,0
ha ha ha how cum fs won't let me ask you any more q's .,0
warren zevon werwolfs of london is what is on my computer right now,0
both,0
no. helping people is helping people. if the case worker suspects prostituiton or drugs then they should be able to order testing. but only then,0
i am having german brots. they are so yummy wanna share . lol,0
no i will talk dirty to you but would never go all the way,0
outlaw independant slut drinker father cowboy intelligent,0
kool kisses,0
i haven't hear any indy bands lately,0
right . but so kool lol,0
yes,0
idk but i had dog stew when i was in egypt,0
blue calm cool static ( at rest ) but can be vibrant if you mix it up,0
if they do it unknowingly then they should get off. if it's because of gross negligance then they should be punished to the fullest extent of the law,0
if they are determined to spy there isn't much we can do about it. all we can do is stay vigillant and try to stop them before they do too much damage,0
the bathrooms and clean and modern here i hate wal mart ! ! it's too big the place is always crowded it's noisy i can't stand the traffic in the parking lot. the list goes on....,0
lol,0
why .,0
i don't use my space,0
i have never done that,0
nope never,0
44 tomorrow,0
that's why i am an outlaw ! ! lol,0
yep espesally if that is the color of your panties lmao ! !,0
i was 15 but i wish i had waited how old were you .,0
i have been to britain. aberdeen scotland and to london. i just didn't get into trouble. ha ha ha ha ha ha,0
** kisses back ** ( everywhere . ),0
yesss and mabey kisses with you as well . lol,0
leave it to nature,0
bore,0
okies,0
okies,0
you are kool baby,0
have a great night,0
they should wait. i waited till i was 26 to marry,0
lmao,0
yes i am really 44 how old are you .,0
have a great day sweetie,0
having my gf cum over to have some romantic time together,0
100,0
nope been in the navy 6 years around the world 3 times and never got one don't want one,0
lmao ! ! i hate twinkies and haven't eaten one in over 30 years,0
apple crumple,0
not yet,0
some of them,0
yess,0
sometimes i saw one the other day at wal mart and thought no wonder she's pregnant ! lol,0
both,0
i am the same way,0
nope. men and women can each contribute.,0
the red cross vh1 save the music catholic social servises,0
town pump,0
there is nothing in life so bad that a cold beer and a warm hug can't fix,0
yes. swimming uses every muscles in your body cheerleading is mostly gymnastics anymore so yes it's a sport,0
no i am divorced i have a gf now thou. we have been together for two weeks,0
i have a 16 year old daughter so no,0
yes beer mostly,0
i decide for myself,0
nope i once had dog stew i will try anything,0
yesss,0
no i have no fear other than death,0
nope,0
yes it doesn't bother me,0
i draw,0
no i ma dating. which is a nice way of saying i am haveing fun,0
nope,0
nope nope and nope,0
for it,0
yes john cougar mellancamp,0
no not really in jail i had to be but in reall life i sux at it,0
i am happy i am feeling quite peaceful right now,0
my mom is here,0
keep you drink just give me the money pink,0
dying,0
beer,0
half full,0
work for it,0
no. it's none of their business,0
open minded but i hope that i am sent to heaven,0
no not at all. i am 6 ft 1'' and 186 lbs as of this morning,0
killing your un born child is never acceptable ever,0
yes and yes. i have one girl she is 16,0
i am satisfied with it i am 6 ft 1,0
no. i find it exciting,0
i am really 44 and an outlaw is someone that is out side the law. i have been to jail several times,0
nope. never even wanted to be,0
i am right out about how i feel if they don't like it then they / he / she / can kiss my ass,0
just different,0
never i see what i want and i get her,0
who cares .,0
yes black,0
i am happy and up beat it makes no sense to worry about shit that can be fixed in the morning,0
no. i hate racistt i have dated american indians blacks mexicans and whites i always tell people that i am capt. kirk. i would do the green chick if she would let me,0
yes for two weeks now,0
the mini mart,0
swat them,0
sure,0
chris holmsted. we re still friends,0
2 pair both boots one for work and the other for going out,0
12,0
14 or 15 i think. just about when the hormones kick in,0
i waited till i was 26 to get marred and 27 to have a kid i had to find out how to take of me first,0
around 3 pm that's the time i normally walk into the bar,0
beach or mountains to live on / in .,0
welcome sweetie kisses ha ha ha ha ha ha,0
thanx,0
welcome kisses,0
my daughter,0
pleanty of room lol,0
yep. ! ! if i had the money i would have a copy of the original 60's style batmobile lmao,0
thank you sweetie ! !,0
neither,0
yep,0
you are fine with spamming me sweetie,0
hide and seek,0
my b day. i went camping with my cousin and we had a great time,0
who cares .,0
madonna>> holiday,0
free,0
i think it is o.k. it's going into an esscow account and that money will accoure intrest.,0
regular budwieser,0
sweet sexy and fun,0
yes they do and yes you can,0
most times. i have pretty good gaydar,0
my ex wife and i are perfect examples of this. i still love her a great deal but would never live with her again,0
i sux at it,0
i hate malls the best amusement park i ever went to was disney land,0
when i got a new job after being laid off for 15 months. and when my daughter passed the 10th grade. she is now a junior in h.s.,0
if a waiter / waitress is horriable they receive no tip,0
i was 8 years old and was jumping off the roof of the shed onto our family car. i slipped on the roof and fell forward and cut my chin open. i took 16 stitches for it.,0
i can get along with anybody,0
i used to be able to now i can't,0
some words and phrases. i used to date a woman from brazil and she taught me a little,0
i am a practicing catholic,0
randy leithhead. he has because he is strong and disapliened. he spent 20 years in the navy,0
okies,0
car i can drive it. i can't fly ( yet ),0
to be general manager of a hotel,0
little rascals very funny,0
my superman action figure,0
hot hot shower,0
outlaw jeans i am cheep baby lol,0
my daughter my sister and my bff,0
no. i could easily kill to defend myself and family not murder thou,0
i have never cheated but i have been cheated on. i forgave her,0
nice ! ! so you are a reall outlaw ! ! kisses,0
okies have fun,0
you high on coke had sex with 4 different people in a motel room. i guy and 3 women. we all took turns on each other,1
my bff laura,0
my dog hercules,0
it's all good,0
a person outside the law some one that doesn't obey the law. a person that follows his / her own rules,0
a thug who thinks that being a hard ass is kool,0
a preloud to love,0
your are a whore cause you takes money for the sex a slut does it for fun,1
who are you and why are you being rude to me .,0
my wife and i had our first kiss and it was in a hot tub. the moon was shining and the stars were out. she was so so pretty,0
a cotton mouth in virginia. i was pretty nervous but felt safe as i was in a boat and the snake was in the water. i couldn't tell how big it was,0
a man i met in the bar he just tryed to hard,0
outlaw,0
i am sitting at a table with my daughter and she has her arms around me,0
ha ah ha ha i haven't had insurance since i was your age,0
nope,0
every time,0
i sure did thank you. it was very relaxing,0
i do not. i like having running water and electricity,0
yes but now i am on facebook and tagged,0
nope,0
nope,0
never had it. i rarley get sick,0
nope,0
i did. i talked to woman on line and we had some amazing cam sex,0
living room,0
yep. my daughter my family and my good friends. that's why i love them,0
it actually kept the stink down. the water back then was horriably contaminated so they drank wine with everything and washed their bodies with olive oil,0
not ever,0
yes,0
i did know that. they are registered with the feds if you have one the serial number is registered,0
drive first. i was 14 and started on a 1960 internatinal one ton truck. i didn't get a motorcycle till i joined the navy and was 20 years old,0
i met a new person on facebook today,0
nope,0
yes i did,0
yes i did,0
nope,0
pirates take what you want..... give nothing back that says it all,0
no,0
yes we do ! !,0
they get darker. they can even sun burn. i dated a black woman for 3 years,0
dressed up,0
yep,0
they do. they show ingnorance,0
yes if we don't have fun then what is the point of life .,0
yes ! ! !,0
both everything i have done / expieranced has made me what i am today. i would still go back and change some things,0
sometimes.,0
yes denver bronko's,0
i would find out but i don't allow anon q's,0
of course i do sweetie,0
yes i do maitenace at a hotel,0
don't know her,0
not any more i quit in 1988 i drink beer thou,0
yep she is my gf,0
morning after pill. if they are not willing / able to take responibility to help a baby then let them get rid of it as soon as possible.,0
not really,0
serious on us,0
older ladies do,0
every day,0
we buy them for e,0
no lmao i have a new gf and was spending time with her. so i had 138 q's in my in box. i deleated a few,0
no that's a myth,0
sure. a mother takes care of her kids no matter what age she is,0
nope,0
sure,0
born that way,0
i believe in god and have faith that it exists,0
i believe in aliens i'm not sure that they abduct peopie think some people just want attention,0
no,0
i do. i don't really know but i hope that it's more fun than this place,0
i believe in the bible. its hard to say why. i just have faith,0
they are both reall as far as i am concerened.,0
yes,0
nope god is,0
no it's all a bunch of crap,0
nope,0
yes indeed,0
yes i believe that. ( except pee standing up ) women are better at expressing their emotions than men,0
i find it tiresome when someone complaines alot. if we can't controll it why bother with it .,0
now i do. there is a lot of gymnastics involved,0
yes,0
sometimes,0
yes and yes,0
yes. no candy no fast food no junk food,0
some,0
yes i have a old truck and it drives nice,0
not really. i will do it if my gf wants to thou,0
i do enjoy my job. but if money was not an isue then i would just travel and party,0
my ex wife,0
my mother she tryes to treat me like i am still 16 again lol,0
all the time. i hate the ones we call front doors men those are the ones that go to orginized camp grounds and start a fire next to their camper. i go back packing and stay out in the wild for 10 to 12 days at a time,0
not in a long time i used to have dreams of being helpless and weak,0
lol no,0
no never,0
lmao no never. i don't have a cell phone,0
nope sorry,0
yes a lot,0
ha ha ha ha sometimes if sh'e hot,0
yep all the time,0
yes very much,0
sure the constiotion says we have the right to free speech,0
too much so what if you can act . you don't need 20 million a pop to do it,0
it's ok as long as they don't suffer,0
i think it's ok. marriage is a piece of paper,0
idk i think so but i have never been in that situation so i don't have an answer,0
no manners are manners. they should be more respectful,0
equal. i have had 2 women who cheated on me,0
yes i do,0
no life can thrilling and happy and it can also sux big time kids should know both sides,0
no as i said>> zoo's are important,0
america has a fair taxaion program,0
yes the military is the best thing foare young people,0
oh yes there are several levels of love,0
yes,0
nope. i love to cuddle and kiss and touch,0
i am biased about wyoming being the best place on earth,0
yep i maintain a good attitude and drink beer,0
no never,0
yes,0
what's a house show .,0
yes,0
superman / batman stuff,0
yes megan meddalin,0
unfortunatly yes. i did coke and cystal meth for about 3 years before i gave it up,0
i have many family pics. and i love to look at them. i laugh at myself as well,0
rocky road,0
my superman t shirt,0
i do not i live alone and don't need one,0
the bar>>> sometimes the back yard,0
no. i enjoy all of my sisters,0
queen,0
no,0
not anymore i am divorced after being married for 8 years i have had a gf for the last two weeks thou.,0
yes to everything,0
innie,0
i am a neat freak and i have some ocd habbits,0
i don't. it's too much work,0
my first teddy bear. pooky is now 43 years old,0
2 cat and dog,0
death,0
i have several i am not going into them right now,0
my youngest nephew is only 17 and already 6 ft ( my height ),0
2 the middle sis is 41 and the youngest is 36,0
my cat jadzia. but i love her anyways,0
i have a superman cup that has a straw in the top of it lol,0
none and no tats either,0
no,0
female,0
i already rule the world baby ! !,0
sure. that's what the shower is for,0
locked i am divorced,0
i used to when i was younger. now that i am in my 4o's i stay home in the winter last winter i went hunting tarmigan ( a large white meat bird ) and stayed out in the field for 3 days . it suxxed. lol i was cold and at the end i was so ready to go home.,0
no do you .,0
sometimes,0
no so no lol,0
my middle sister i was locked up for 24 hours by the navy so i wouldn't kill the son of a bitch,0
bite my tounge it's not my family,0
me ! !,0
yes both motor and manuall,0
my great grand father had it. he's gone now but he was very sweet,0
i do not and i never leave anon q's i think it's coweradly to do so,0
yes. henna is a natural ink that wears off after a few days,0
human imune diffecency virirus,0
i went to the navy after high school,0
patrick means : leader of men :,0
i don't have a t.v. in my room. but i leave my radio on at night,0
sure,0
so so yummy,0
yes. pink 4 non blondes rhiannia,0
no,0
who is dane cook .,0
yes i have a black lab named hercules,0
base jumping,0
both,0
no i don't listen to rap,0
who is lil wayne .,0
yes as long as they are raw,0
i neveare youse salt. it's bad foare your heath. raises your blood pressure. pepper just tastes good,0
no,0
love em ! !,0
oh hell yes,0
both i like it when she is soft but i also like it when she is nice and aggressive,0
both,0
baseball it's a thinking mans game,0
i don't but i do like to tie down my partner,0
yes,0
yes and yes,0
sure,0
both it's fun to watch other people learn and fulling to know that i helped,0
not as much as i did a few years ago but yea i still drink and party,0
no i tryed it but don't like it,0
i love to cuddle hug and kiss,0
you are not a loser. i wish i had the focus to write a book.,0
yep yep,0
mostly. i don't like the gray creeping into my hair but yey mostly i like my looks,0
yes i am comfortable with me,0
i don't really have an answer foe this,0
sure it's their body let them do what they what they want with it,0
i like my first name better but my middle name is michael and i like it too,0
i would make it blond again. lol the older i get the grayer it gets,0
i like mine,0
nope college is a waste of time,0
they are all the same. if you get naked to make money you are a whore. i do not look down on these people take your money walk away and keep your dignity.,0
i have improvements to make but generally i like myself,0
every day,0
sometimes,0
a water proof vibe and a double headed dildo,0
a water proof vibe and a double headed dildo,0
nope,0
yes all the time. not sure if it payed off but it made me feel good,0
nope none,0
nope,0
red heads and there is no logic behind my choice,0
rye,0
turkey,0
yes even though in wyoming i have to drive my truck more months in the year than i can ride. booo,0
commando baby lmao,0
tall men short women,0
shaved very smooth,0
no waste of time i only pee in public toilets anyway so i can stand,0
i do rate them and no i don't lie although some times i am rather generous lol,0
i take my aluminum cans in. and i turn in my paper and cardbord,0
myself,0
i do. cindy was a little palmaramium and she was beautiful.,0
nope,0
i dont but it doesn't matter . i like your spam,0
no and haven't for many years. i drink beer though,0
i quit smoking in 1988 and while i have dated smokers i don't really like it when they smoke,0
walk away,0
yep yep,0
sure. if they want to get married and be stable with a regular partner let them,0
sure. let them be misserable like the rest of us and pay into the marriage tax like strait people,0
yes marriage is an idia a concept. if you are in a commiteted relationship what difference does it make if you are married or not .,0
no,0
naturally and i tan well,0
just tell them,0
nope i say what's on my mind,0
no just ignorance,0
nope,0
pretty expensive. it's a waste of money but who cares . it's fun,0
noo it's un proffesinal to wear those to work,0
down,0
no,0
buy 2 seats,0
right they are going to have sex and it's better to make sure they are safe,0
no just jailed,0
yep,0
yes ! !,0
yes,0
men have no morals . says who .,0
it's safe. don't give out personel info and don't allow them into your house,0
yes i do,0
if we find all the answers to all the q's we will find nervana.,0
yes,0
when i was in the navy and had to leave my gf,0
too easily,0
i wear cowboy boots have since i was 5 years old,0
never wyoming has over 300 days of sunshine a year. why pay for something that god gives us for free .,0
no. i am a big eater and finish my plate,0
i do. every time. it's the duty of every citizen to vote and try and make our country better,0
yes my daughter has been there 3 times and i have a navy buddy there. so i would like to see it,0
my daughter was breastfed until she was 4 moths old,0
no,0
if it's news or baseball then yes,0
i do to have made better choices that would have kept me out of jail,0
lmfao ! !,0
nope lol,0
ignore them,0
taken,0
not really if both people are over 21,0
nope i have a pretty strong stomach,0
no,0
i am a hunter so i am o.k. with it,0
yes i believe so,0
no chicken tastes like everything else,0
yess,0
